age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States
34,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,12,United-States
36,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
54,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,56,United-States
36,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
48,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,52,United-States
45,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,80,United-States
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States
29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Poland
54,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,32,United-States
45,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
28,State-gov,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
45,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,50,United-States
40,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
43,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4064,0,15,United-States
39,Private,10th,6,Never-married,Other-service,Unmarried,White,Female,0,0,25,Mexico
38,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
65,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
38,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
27,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
52,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States
35,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
28,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States
47,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,Columbia
46,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
40,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
35,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States
24,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States
66,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,Haiti
51,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,50,United-States
39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
34,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,United-States
50,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
17,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States
56,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
39,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
50,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States
36,Self-emp-not-inc,Assoc-voc,11,Separated,Exec-managerial,Not-in-family,White,Male,0,0,48,United-States
45,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States
38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,213,40,Philippines
27,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States
23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
41,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States
43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,40,United-States
46,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
23,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States
28,Local-gov,HS-grad,9,Never-married,Transport-moving,Own-child,Black,Female,0,0,40,United-States
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
58,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,48,United-States
40,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,3325,0,40,United-States
28,Private,HS-grad,9,Separated,Protective-serv,Other-relative,White,Male,0,0,40,United-States
49,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male,0,0,30,Jamaica
50,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
52,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States
46,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
50,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,United-States
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
70,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States
57,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
40,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4386,0,50,United-States
46,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,625,40,United-States
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,Male,2407,0,98,United-States
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
17,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States
24,Private,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,1762,40,United-States
28,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
51,Private,10th,6,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
32,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
55,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
44,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States
17,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
54,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
30,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
64,Local-gov,9th,5,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
35,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
39,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,84,United-States
46,Private,Preschool,1,Married-civ-spouse,Machine-op-inspct,Other-relative,Black,Male,0,0,75,Dominican-Republic
25,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States
28,Private,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States
41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
25,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,22,United-States
40,Federal-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
48,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States
28,Private,10th,6,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico
47,Self-emp-not-inc,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States
37,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
30,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
55,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States
28,Private,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Columbia
52,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,40,Japan
38,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States
40,State-gov,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,30,United-States
90,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,25,United-States
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,34095,0,20,United-States
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,3456,0,8,United-States
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
45,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States
45,Federal-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States
39,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,48,Philippines
54,Private,Assoc-acdm,12,Widowed,Adm-clerical,Unmarried,White,Female,0,0,30,United-States
45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
51,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
18,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
41,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
27,Private,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico
37,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
20,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States
58,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
67,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,8,United-States
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States
34,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
37,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,53,Mexico
27,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States
27,Local-gov,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico
32,Federal-gov,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Male,2174,0,40,United-States
54,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
60,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States
19,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
22,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,45,United-States
32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
45,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States
46,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,United-States
22,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,United-States
26,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
18,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
39,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States
27,Private,5th-6th,3,Never-married,Priv-house-serv,Other-relative,White,Female,2176,0,40,El-Salvador
24,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States
19,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
27,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
46,Private,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,44,United-States
50,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States
42,Private,Bachelors,13,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,60,United-States
64,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
23,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States
29,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
25,Private,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Female,0,1594,25,United-States
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
47,Local-gov,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States
63,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South
50,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
38,State-gov,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,0,40,United-States
25,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States
42,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
31,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
18,Private,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Black,Male,0,0,40,Jamaica
78,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States
57,Private,7th-8th,4,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States
32,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States
32,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
48,State-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,56,United-States
49,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,1506,0,40,United-States
37,Private,Bachelors,13,Separated,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines
30,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,United-States
43,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States
40,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States
61,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States
26,Local-gov,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,16,United-States
28,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,Germany
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
35,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States
60,Local-gov,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States
25,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States
44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
23,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States
31,Private,9th,5,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,35,United-States
55,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
25,State-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
52,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States
90,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,72,United-States
22,Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,Jamaica
35,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States
39,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,United-States
36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States
50,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,35,United-States
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
47,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,Germany
46,Private,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States
53,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,45,United-States
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States
40,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
54,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
48,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,20,United-States
32,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Other,Female,0,0,25,Puerto-Rico
32,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States
47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
44,Local-gov,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Female,0,0,40,Cuba
